0.006007	0.000000
0.012014	0.000000
0.018021	0.000000
0.024028	0.000000
0.030035	0.000000
0.036042	0.000000
0.042049	0.000000
0.048056	0.000000
0.054063	0.000000
0.060070	0.000000
0.066077	0.000000
0.072084	0.000000
0.078091	0.000000
0.084098	0.000000
0.090105	0.000000
0.096112	0.000000
0.102119	0.000000
0.108127	0.000000
0.114134	0.000000
0.120141	0.000000
0.126148	0.000000
0.132155	0.000000
0.138162	0.000000
0.144169	0.000000
0.150176	0.000000
0.156183	0.000000
0.162190	0.000000
0.168197	0.000000
0.174204	0.000000
0.180211	0.000000
0.186218	0.000000
0.192225	0.000000
0.198232	0.000000
0.204239	0.000000
0.210246	0.000000
0.216253	0.000000
0.222260	0.000000
0.228267	0.000000
0.234274	0.000000
0.240281	0.000000
0.246288	0.000000
0.252295	0.000000
0.258302	0.000000
0.264309	0.000000
0.270316	0.000000
0.276323	0.000000
0.282330	0.000000
0.288337	0.000000
0.294344	0.000000
0.300351	0.000000
0.306358	0.000000
0.312365	0.000000
0.318373	0.000000
0.324380	0.000000
0.330387	0.000000
0.336394	0.000000
0.342401	0.000000
0.348408	0.000000
0.354415	0.000000
0.360422	0.000000
0.366429	0.000000
0.372436	0.000000
0.378443	0.000000
0.384450	0.000000
0.390457	0.000000
0.396464	0.000000
0.402471	0.000000
0.408478	0.000000
0.414485	0.000000
0.420492	0.000000
0.426499	0.000000
0.432506	0.000000
0.438513	0.000000
0.444520	0.000000
0.450527	0.000000
0.456534	0.000000
0.462541	0.000000
0.468548	0.000000
0.474555	0.000000
0.480562	0.000000
0.486569	0.000000
0.492576	0.000000
0.498583	0.000000
0.504590	0.000000
0.510597	0.000000
0.516604	0.000000
0.522611	0.000000
0.528619	0.000000
0.534626	0.000000
0.540633	0.000000
0.546640	0.000000
0.552647	0.000000
0.558654	0.000000
0.564661	0.000000
0.570668	0.000000
0.576675	0.000000
0.582682	0.000000
0.588689	0.000000
0.594696	0.000000
0.600703	0.000000
0.606710	0.000000
0.612717	0.000000
0.618724	0.000000
0.624731	0.000000
0.630738	0.000000
0.636745	0.000000
0.642752	0.000000
0.648759	0.000000
0.654766	0.000000
0.660773	0.000000
0.666780	0.000000
0.672787	0.000000
