      1 -9.58482116e-01 -9.58482116e-01
      2 -9.60823907e-01 -9.59653012e-01
      3 -9.57794450e-01 -9.59033491e-01
      4 -9.59128352e-01 -9.59057206e-01
      5 -9.61633175e-01 -9.59572400e-01
      6 -9.62459035e-01 -9.60053506e-01
      7 -9.55691507e-01 -9.59430363e-01
      8 -9.65745076e-01 -9.60219702e-01
      9 -9.58487974e-01 -9.60027288e-01
     10 -9.66630642e-01 -9.60687623e-01
     11 -9.64496344e-01 -9.61033871e-01
     12 -9.56373986e-01 -9.60645547e-01
     13 -9.55810918e-01 -9.60273653e-01
     14 -9.55034306e-01 -9.59899413e-01
     15 -9.61672968e-01 -9.60017650e-01
     16 -9.59001673e-01 -9.59954152e-01
     17 -9.63121089e-01 -9.60140442e-01
     18 -9.60185913e-01 -9.60142968e-01
     19 -9.57340650e-01 -9.59995478e-01
     20 -9.60561861e-01 -9.60023797e-01
     21 -9.57120647e-01 -9.59885552e-01
     22 -9.60241889e-01 -9.59901749e-01
     23 -9.59936793e-01 -9.59903273e-01
     24 -9.59393947e-01 -9.59882051e-01
     25 -9.54239061e-01 -9.59656331e-01
     26 -9.66927118e-01 -9.59935977e-01
     27 -9.62315299e-01 -9.60024100e-01
     28 -9.55736185e-01 -9.59870960e-01
     29 -9.59645448e-01 -9.59863184e-01
     30 -9.61155549e-01 -9.59906263e-01
     31 -9.59004091e-01 -9.59877160e-01
     32 -9.57730782e-01 -9.59810086e-01
     33 -9.54560200e-01 -9.59650998e-01
     34 -9.60596399e-01 -9.59678804e-01
     35 -9.64046594e-01 -9.59803598e-01
     36 -9.62271854e-01 -9.59872161e-01
     37 -9.62072255e-01 -9.59931623e-01
     38 -9.61287383e-01 -9.59967301e-01
     39 -9.62021684e-01 -9.60019977e-01
     40 -9.53272287e-01 -9.59851285e-01
     41 -9.54131781e-01 -9.59711785e-01
     42 -9.53452728e-01 -9.59562760e-01
     43 -9.57534176e-01 -9.59515584e-01
     44 -9.59836585e-01 -9.59522879e-01
     45 -9.63334499e-01 -9.59607582e-01
     46 -9.61246699e-01 -9.59643215e-01
     47 -9.57612538e-01 -9.59600009e-01
     48 -9.61286861e-01 -9.59635152e-01
     49 -9.60998801e-01 -9.59662981e-01
     50 -9.60307709e-01 -9.59675876e-01
     51 -9.59567029e-01 -9.59673741e-01
     52 -9.63142466e-01 -9.59740448e-01
     53 -9.60400157e-01 -9.59752895e-01
     54 -9.64580918e-01 -9.59842303e-01
     55 -9.62331036e-01 -9.59887553e-01
     56 -9.57276656e-01 -9.59840929e-01
     57 -9.60508157e-01 -9.59852635e-01
     58 -9.62913008e-01 -9.59905400e-01
     59 -9.59196197e-01 -9.59893380e-01
     60 -9.68763401e-01 -9.60041213e-01
     61 -9.68297960e-01 -9.60176570e-01
     62 -9.65351616e-01 -9.60260038e-01
     63 -9.62563936e-01 -9.60296608e-01
     64 -9.70033783e-01 -9.60448752e-01
     65 -9.58878774e-01 -9.60424598e-01
     66 -9.65808602e-01 -9.60506174e-01
     67 -9.57921295e-01 -9.60467594e-01
     68 -9.57127450e-01 -9.60418474e-01
     69 -9.61100379e-01 -9.60428357e-01
