     55 -9.59999365e-01 -9.60253822e-01
     56 -9.62001143e-01 -9.60285024e-01
     57 -9.54651051e-01 -9.60186182e-01
     58 -9.54992495e-01 -9.60096636e-01
     59 -9.64802941e-01 -9.60176404e-01
     60 -9.60291182e-01 -9.60178317e-01
     61 -9.52392547e-01 -9.60050681e-01
     62 -9.58067359e-01 -9.60018692e-01
     63 -9.54285792e-01 -9.59927694e-01
     64 -9.63665789e-01 -9.59986101e-01
     65 -9.56827515e-01 -9.59937508e-01
     66 -9.64421103e-01 -9.60005441e-01
     67 -9.56254407e-01 -9.59949455e-01
     68 -9.58894322e-01 -9.59933939e-01
     69 -9.55728773e-01 -9.59872994e-01
     70 -9.58974791e-01 -9.59860163e-01
     71 -9.62788724e-01 -9.59901410e-01
     72 -9.57772197e-01 -9.59871838e-01
     73 -9.64969318e-01 -9.59941666e-01
     74 -9.61044456e-01 -9.59956569e-01
     75 -9.64857934e-01 -9.60021920e-01
     76 -9.58823624e-01 -9.60006153e-01
     77 -9.61780404e-01 -9.60029196e-01
     78 -9.59321171e-01 -9.60020118e-01
     79 -9.58186360e-01 -9.59996906e-01
     80 -9.60620014e-01 -9.60004695e-01
     81 -9.60419425e-01 -9.60009815e-01
     82 -9.56592125e-01 -9.59968136e-01
     83 -9.64998587e-01 -9.60028744e-01
     84 -9.59477974e-01 -9.60022187e-01
     85 -9.55551847e-01 -9.59969595e-01
     86 -9.63897513e-01 -9.60015268e-01
     87 -9.58259279e-01 -9.59995084e-01
     88 -9.60911955e-01 -9.60005503e-01
     89 -9.58540894e-01 -9.59989047e-01
     90 -9.57676054e-01 -9.59963347e-01
     91 -9.61180663e-01 -9.59976724e-01
     92 -9.55711360e-01 -9.59930362e-01
     93 -9.57221375e-01 -9.59901233e-01
     94 -9.60646811e-01 -9.59909164e-01
     95 -9.53198932e-01 -9.59838530e-01
     96 -9.51986943e-01 -9.59756743e-01
     97 -9.65373178e-01 -9.59814644e-01
     98 -9.62036609e-01 -9.59837318e-01
     99 -9.62474390e-01 -9.59863955e-01
    100 -9.56859998e-01 -9.59833915e-01
    101 -9.53866253e-01 -9.59774829e-01
    102 -9.59965704e-01 -9.59776701e-01
    103 -9.61235854e-01 -9.59790867e-01
    104 -9.61881834e-01 -9.59810973e-01
    105 -9.53613972e-01 -9.59751954e-01
    106 -9.57882360e-01 -9.59734316e-01
    107 -9.63140883e-01 -9.59766153e-01
    108 -9.54933047e-01 -9.59721402e-01
    109 -9.56323257e-01 -9.59690226e-01
    110 -9.59242472e-01 -9.59686156e-01
    111 -9.54079441e-01 -9.59635645e-01
    112 -9.61542738e-01 -9.59652673e-01
    113 -9.60391441e-01 -9.59659210e-01
    114 -9.59680797e-01 -9.59659400e-01
    115 -9.62178096e-01 -9.59681301e-01
    116 -9.60499273e-01 -9.59688353e-01
    117 -9.61665567e-01 -9.59705252e-01
    118 -9.62226085e-01 -9.59726615e-01
    119 -9.62376365e-01 -9.59748882e-01
    120 -9.63092695e-01 -9.59776747e-01
    121 -9.62763170e-01 -9.59801428e-01
    122 -9.64762433e-01 -9.59842092e-01
    123 -9.61016225e-01 -9.59851638e-01
    124 -9.66610413e-01 -9.59906144e-01
    125 -9.48974903e-01 -9.59818694e-01
    126 -9.53992186e-01 -9.59772452e-01
    127 -9.54142860e-01 -9.59728125e-01
    128 -9.62956314e-01 -9.59753345e-01
    129 -9.62986371e-01 -9.59778407e-01
    130 -9.62596979e-01 -9.59800088e-01
    131 -9.61190966e-01 -9.59810706e-01
    132 -9.60208265e-01 -9.59813718e-01
    133 -9.52734895e-01 -9.59760493e-01
    134 -9.57680958e-01 -9.59744975e-01
    135 -9.61072658e-01 -9.59754809e-01
    136 -9.63626331e-01 -9.59783276e-01
    137 -9.61135915e-01 -9.59793150e-01
    138 -9.59162747e-01 -9.59788581e-01
    139 -9.58296723e-01 -9.59777849e-01
    140 -9.63326165e-01 -9.59803194e-01
    141 -9.60545389e-01 -9.59808458e-01
    142 -9.56299113e-01 -9.59783744e-01
    143 -9.55229795e-01 -9.59751898e-01
    144 -9.59898899e-01 -9.59752919e-01
    145 -9.59830419e-01 -9.59753453e-01
    146 -9.58758100e-01 -9.59746636e-01
    147 -9.61837110e-01 -9.59760857e-01
    148 -9.58658950e-01 -9.59753411e-01
    149 -9.52475651e-01 -9.59704567e-01
    150 -9.61927277e-01 -9.59719386e-01
    151 -9.65835535e-01 -9.59759890e-01
    152 -9.48198084e-01 -9.59683825e-01
    153 -9.68528585e-01 -9.59741634e-01
    154 -9.60725968e-01 -9.59748026e-01
    155 -9.54351021e-01 -9.59713207e-01
    156 -9.52524125e-01 -9.59667123e-01
    157 -9.62411797e-01 -9.59684605e-01
    158 -9.62023006e-01 -9.59699405e-01
    159 -9.60495991e-01 -9.59704415e-01
    160 -9.54656577e-01 -9.59672866e-01
    161 -9.56602444e-01 -9.59653795e-01
    162 -9.58210681e-01 -9.59644887e-01
    163 -9.53485686e-01 -9.59607100e-01
    164 -9.62945918e-01 -9.59627459e-01
    165 -9.61536513e-01 -9.59639029e-01
    166 -9.60170433e-01 -9.59642230e-01
    167 -9.59155508e-01 -9.59639316e-01
    168 -9.62536867e-01 -9.59656563e-01
    169 -9.57562958e-01 -9.59644175e-01
    170 -9.57493514e-01 -9.59631524e-01
    171 -9.60801641e-01 -9.59638367e-01
    172 -9.61407333e-01 -9.59648651e-01
    173 -9.60909427e-01 -9.59655939e-01
    174 -9.63341690e-01 -9.59677121e-01
    175 -9.61476665e-01 -9.59687405e-01
    176 -9.60216875e-01 -9.59690413e-01
    177 -9.61569136e-01 -9.59701027e-01
    178 -9.57511079e-01 -9.59688724e-01
    179 -9.54140776e-01 -9.59657730e-01
    180 -9.61483844e-01 -9.59667875e-01
    181 -9.59788310e-01 -9.59668540e-01
    182 -9.63860802e-01 -9.59691575e-01
    183 -9.54274315e-01 -9.59661972e-01
    184 -9.61271330e-01 -9.59670719e-01
    185 -9.55940170e-01 -9.59650554e-01
    186 -9.60592046e-01 -9.59655615e-01
    187 -9.59674807e-01 -9.59655718e-01
    188 -9.60228993e-01 -9.59658767e-01
    189 -9.56668147e-01 -9.59642944e-01
    190 -9.54148865e-01 -9.59614028e-01
    191 -9.58972536e-01 -9.59610669e-01
    192 -9.64190485e-01 -9.59634522e-01
    193 -9.59401869e-01 -9.59633317e-01
    194 -9.53849463e-01 -9.59603503e-01
    195 -9.59662045e-01 -9.59603804e-01
    196 -9.60187206e-01 -9.59606780e-01
    197 -9.59886049e-01 -9.59608198e-01
    198 -9.57508991e-01 -9.59597596e-01
    199 -9.59286501e-01 -9.59596032e-01
    200 -9.60233031e-01 -9.59599217e-01
