#T, c, x
1.000000e+00  2.332769e-02
1.100000e+00  4.151942e-02
1.200000e+00  6.707156e-02
1.300000e+00  1.020085e-01
1.400000e+00  1.462227e-01
1.500000e+00  2.007647e-01
1.600000e+00  2.662121e-01
1.700000e+00  3.422715e-01
1.800000e+00  4.273708e-01
1.900000e+00  5.167786e-01
2.000000e+00  6.054526e-01
2.100000e+00  6.857512e-01
2.200000e+00  7.500468e-01
2.300000e+00  7.947130e-01
2.400000e+00  8.145545e-01
2.500000e+00  8.115567e-01
2.600000e+00  7.909343e-01
2.700000e+00  7.539849e-01
2.800000e+00  7.079139e-01
2.900000e+00  6.561690e-01
3.000000e+00  6.030543e-01
3.100000e+00  5.508291e-01
3.200000e+00  5.013225e-01
3.300000e+00  4.553593e-01
3.400000e+00  4.136335e-01
3.500000e+00  3.757213e-01
3.600000e+00  3.421195e-01
3.700000e+00  3.115764e-01
3.800000e+00  2.853001e-01
3.900000e+00  2.615520e-01
4.000000e+00  2.402117e-01
4.100000e+00  2.212558e-01
4.200000e+00  2.048425e-01
4.300000e+00  1.896621e-01
4.400000e+00  1.762058e-01
4.500000e+00  1.642536e-01
4.600000e+00  1.535822e-01
4.700000e+00  1.435828e-01
4.800000e+00  1.349356e-01
4.900000e+00  1.268896e-01
5.000000e+00  1.195106e-01
