      0  1.73070540e+00  -2.66872783e+00  -1.52351859e+01
      0  -1.16395151e+01  -7.92128292e+00  -1.02021485e+01
      0  -2.09538138e+01  -9.91107621e+00  9.28981941e+00
      0  7.28533444e+00  -1.12836657e+01  -6.54445876e-01
      0  -4.73209559e+00  -1.49668631e+01  -6.25348223e+00
      0  -1.10319914e+01  1.09762119e+01  -4.73408520e+00
      0  -1.10453609e+00  -1.27022776e+01  1.69749769e+00
      0  1.85996500e+00  -1.11968205e+01  -2.97550190e-01
      0  -3.65606223e+00  1.11542429e+01  1.97091684e+01
      0  -1.65816334e-01  -1.86239784e+00  1.81428939e+01
      0  1.10033896e+01  6.17471315e+00  -7.54683673e+00
      0  7.88871239e+00  -5.59474157e+00  1.00514667e+01
      0  2.46336901e+00  -8.30325400e+00  4.42729932e+00
      0  2.88404871e-01  4.17997041e+00  4.08531643e+00
      0  -7.73891330e+00  2.33126234e+00  3.44776689e+00
      0  -3.89279442e+00  -5.30391491e+00  -1.21132835e+01
      0  -2.86193462e+00  -1.81733667e+01  1.63299816e+00
      0  -1.38689014e+00  -1.15125443e+01  -1.30299777e+01
      0  1.20786037e-01  1.15862950e-01  1.16704064e+00
      0  4.10796399e+00  7.91482235e-01  -2.13189028e+00
      0  -3.92552198e+00  -7.16900957e+00  8.85894015e+00
      0  8.28989422e+00  4.27885481e+00  -7.10685783e+00
      0  -1.44782133e+01  -1.42765999e+01  4.36992717e+00
      0  -3.91869344e+00  8.26834317e+00  -1.14798404e+01
      0  -3.20968844e+00  -9.29461061e+00  7.30833306e+00
      0  8.22037648e+00  -1.11083320e+00  9.31077985e+00
      0  -2.88664067e+00  -1.20545378e+00  3.66754970e+00
      0  -5.58168530e+00  -1.18282731e+01  1.30964552e+00
      0  -4.17347171e+00  -9.38041300e+00  5.92469720e+00
      0  -7.96347096e+00  1.20451510e+01  -4.19462884e+00
      0  -2.40465190e+00  -8.78285831e-01  1.26376155e+01
      0  8.71766486e+00  7.08088853e+00  -7.09087226e+00
      0  5.37766309e+00  -4.06592790e-01  3.60291549e-01
      0  1.55470598e+01  -1.63585125e+01  -1.36825358e+01
      0  1.08671773e+01  -1.20036163e+01  -2.05291869e+00
      0  8.36637593e+00  3.62072110e+00  -1.28557017e+01
      0  3.93616963e-01  9.98208544e+00  1.41500053e+00
      0  7.27084637e+00  1.58684178e+01  3.14672744e+00
      0  4.22116379e+00  1.24020368e+01  1.07559251e+01
      0  -7.63497833e-01  1.07608413e+01  6.89492129e+00
      0  1.08957518e+01  -4.39880996e+00  1.18883127e+00
      0  -1.15234391e+01  -1.47110122e+01  1.30600795e+00
      0  3.52066270e+00  2.85210345e-01  -1.09168644e+01
      0  -1.17511736e+00  1.55913794e-02  -4.35425112e+00
      0  1.25801772e+01  -4.14678259e+00  2.68853814e-01
      0  -5.06919803e-01  3.17086321e+00  2.87259898e+00
      0  1.09075646e+01  -8.37669091e+00  -1.12681324e+01
      0  -8.07379795e+00  3.14217524e+00  -6.18954610e-01
      0  1.92127964e+00  -3.43300825e+00  -8.54925784e+00
      0  5.69660999e+00  -5.23572766e+00  -6.47531389e-02
      0  -2.31094067e+00  1.66646067e+00  -2.46113080e+00
      0  -6.19273578e+00  -6.57023575e+00  -2.50877561e+00
      0  -1.76574506e+01  -2.22525361e+01  1.01693048e+01
      0  -1.00225137e+01  -9.00257065e+00  2.72516953e+00
      0  -5.32156148e+00  -8.31696763e+00  6.22606973e+00
      0  6.68419766e+00  -7.49772509e+00  -1.17850038e+01
      0  6.16877477e+00  3.30635964e+00  8.02003690e+00
      0  -3.53051741e+00  1.01264520e+00  -3.70119126e+00
      0  -1.30781377e+01  -2.16248183e+00  9.96075820e-02
      0  -1.71088957e+00  1.21335817e+01  2.38143164e-01
