      1  2.69360926e+01  2.69360926e+01
      2  2.66883573e+01  2.68122249e+01
      3  2.68640502e+01  2.68295000e+01
      4  2.75347118e+01  2.70058029e+01
      5  2.72687261e+01  2.70583876e+01
      6  2.68912014e+01  2.70305232e+01
      7  2.75072312e+01  2.70986243e+01
      8  2.76577136e+01  2.71685105e+01
      9  2.63622610e+01  2.70789272e+01
     10  2.59254805e+01  2.69635826e+01
     11  2.49783844e+01  2.67831100e+01
     12  2.51252267e+01  2.66449531e+01
     13  2.73300290e+01  2.66976512e+01
     14  2.76407288e+01  2.67650139e+01
     15  2.76892466e+01  2.68266294e+01
     16  2.63775673e+01  2.67985630e+01
     17  2.53849371e+01  2.67154086e+01
     18  2.53920817e+01  2.66418904e+01
     19  2.63078637e+01  2.66243100e+01
     20  2.72986739e+01  2.66580282e+01
     21  2.73515145e+01  2.66910514e+01
     22  2.74361712e+01  2.67249205e+01
     23  2.76037027e+01  2.67631284e+01
     24  2.76060977e+01  2.67982521e+01
     25  2.64481601e+01  2.67842484e+01
     26  2.59675902e+01  2.67528385e+01
     27  2.60133810e+01  2.67254512e+01
     28  2.61673965e+01  2.67055207e+01
     29  2.64988744e+01  2.66983949e+01
     30  2.65523190e+01  2.66935257e+01
     31  2.65523190e+01  2.66889707e+01
     32  2.66415057e+01  2.66874874e+01
     33  2.80863000e+01  2.67298757e+01
     34  2.82926723e+01  2.67758403e+01
     35  2.82900877e+01  2.68191045e+01
     36  2.82633540e+01  2.68592225e+01
     37  2.68435813e+01  2.68587998e+01
     38  2.59737724e+01  2.68355096e+01
     39  2.59737724e+01  2.68134138e+01
     40  2.69954128e+01  2.68179637e+01
     41  2.76700086e+01  2.68387453e+01
     42  2.76561080e+01  2.68582063e+01
     43  2.74787173e+01  2.68726368e+01
     44  2.67771026e+01  2.68704656e+01
     45  2.67771026e+01  2.68683909e+01
     46  2.69823876e+01  2.68708691e+01
     47  2.73794439e+01  2.68816898e+01
     48  2.73744652e+01  2.68919560e+01
     49  2.73538526e+01  2.69013824e+01
     50  2.72369389e+01  2.69080935e+01
     51  2.65539058e+01  2.69011487e+01
     52  2.65509276e+01  2.68944137e+01
     53  2.67757222e+01  2.68921742e+01
     54  2.61361034e+01  2.68781729e+01
     55  2.65265328e+01  2.68717794e+01
     56  2.73647981e+01  2.68805833e+01
     57  2.68232333e+01  2.68795772e+01
     58  2.69884201e+01  2.68814538e+01
     59  2.75739463e+01  2.68931910e+01
     60  2.77361324e+01  2.69072400e+01
     61  2.75976034e+01  2.69185574e+01
     62  2.71340092e+01  2.69220324e+01
     63  2.69379547e+01  2.69222852e+01
     64  2.68355409e+01  2.69209298e+01
     65  2.74195532e+01  2.69286009e+01
     66  2.73887456e+01  2.69355728e+01
     67  2.73088448e+01  2.69411440e+01
     68  2.75336412e+01  2.69498572e+01
     69  2.71873909e+01  2.69532998e+01
     70  2.71605701e+01  2.69562608e+01
     71  2.62446483e+01  2.69462380e+01
     72  2.56742300e+01  2.69285713e+01
     73  2.56994455e+01  2.69117339e+01
     74  2.63987830e+01  2.69048022e+01
     75  2.68469902e+01  2.69040313e+01
     76  2.68462183e+01  2.69032706e+01
     77  2.59237082e+01  2.68905490e+01
     78  2.50494437e+01  2.68669451e+01
     79  2.49919854e+01  2.68432115e+01
     80  2.71152854e+01  2.68466124e+01
     81  2.78280793e+01  2.68587293e+01
     82  2.78273351e+01  2.68705415e+01
     83  2.78115854e+01  2.68818794e+01
     84  2.87467882e+01  2.69040807e+01
     85  2.87592066e+01  2.69259057e+01
     86  2.87542429e+01  2.69471654e+01
     87  2.82631651e+01  2.69622919e+01
     88  2.80496397e+01  2.69746481e+01
     89  2.80540292e+01  2.69867760e+01
     90  2.69833005e+01  2.69867374e+01
     91  2.59489523e+01  2.69753331e+01
     92  2.59753705e+01  2.69644640e+01
     93  2.69776885e+01  2.69646062e+01
     94  2.71023772e+01  2.69660718e+01
     95  2.77209957e+01  2.69740184e+01
     96  2.74572422e+01  2.69790520e+01
     97  2.74853496e+01  2.69842715e+01
     98  2.74043525e+01  2.69885581e+01
     99  2.74263298e+01  2.69929800e+01
    100  2.59607745e+01  2.69826580e+01
    101  2.65022746e+01  2.69779017e+01
    102  2.66805505e+01  2.69749865e+01
    103  2.73817666e+01  2.69789358e+01
    104  2.61338162e+01  2.69708097e+01
    105  2.66476546e+01  2.69677320e+01
    106  2.69941710e+01  2.69679814e+01
    107  2.77839111e+01  2.69756069e+01
    108  2.73972088e+01  2.69795106e+01
    109  2.69875379e+01  2.69795843e+01
    110  2.68723032e+01  2.69786090e+01
    111  2.69956060e+01  2.69787621e+01
    112  2.68735716e+01  2.69778229e+01
    113  2.69311132e+01  2.69774096e+01
    114  2.75250287e+01  2.69822132e+01
    115  2.75086763e+01  2.69867912e+01
    116  2.63216801e+01  2.69810575e+01
    117  2.44418137e+01  2.69593545e+01
    118  2.44469086e+01  2.69380626e+01
    119  2.69725716e+01  2.69383526e+01
    120  2.56215630e+01  2.69273794e+01
    121  2.76962314e+01  2.69337335e+01
    122  2.78085330e+01  2.69409040e+01
    123  2.73793838e+01  2.69444689e+01
    124  2.76131828e+01  2.69498617e+01
    125  2.75325592e+01  2.69545233e+01
    126  2.72346808e+01  2.69567468e+01
    127  2.71877450e+01  2.69585657e+01
    128  2.76986471e+01  2.69643475e+01
    129  2.74618772e+01  2.69682044e+01
    130  2.74382225e+01  2.69718199e+01
    131  2.78303957e+01  2.69783739e+01
    132  2.80280922e+01  2.69863263e+01
    133  2.79682261e+01  2.69937090e+01
    134  2.85329447e+01  2.70051959e+01
    135  2.85884619e+01  2.70169238e+01
    136  2.77574147e+01  2.70223685e+01
    137  2.69292115e+01  2.70216886e+01
    138  2.69841535e+01  2.70214166e+01
    139  2.80128467e+01  2.70285492e+01
    140  2.81340263e+01  2.70364454e+01
    141  2.81477432e+01  2.70443270e+01
    142  2.71812692e+01  2.70452914e+01
    143  2.53664120e+01  2.70335509e+01
    144  2.53745011e+01  2.70220298e+01
    145  2.70672978e+01  2.70223419e+01
    146  2.77538476e+01  2.70273523e+01
    147  2.77200813e+01  2.70320647e+01
    148  2.65562883e+01  2.70288500e+01
    149  2.64199643e+01  2.70247635e+01
    150  2.72255215e+01  2.70261019e+01
    151  2.70352704e+01  2.70261626e+01
    152  2.81473883e+01  2.70335391e+01
    153  2.81762466e+01  2.70410078e+01
    154  2.65516003e+01  2.70378298e+01
    155  2.66126294e+01  2.70350866e+01
    156  2.68138038e+01  2.70336681e+01
    157  2.77330400e+01  2.70381227e+01
    158  2.76051459e+01  2.70417115e+01
    159  2.70902572e+01  2.70420168e+01
    160  2.76216941e+01  2.70456398e+01
    161  2.69252667e+01  2.70448921e+01
    162  2.68004660e+01  2.70433833e+01
    163  2.69547353e+01  2.70428394e+01
    164  2.61105322e+01  2.70371546e+01
    165  2.62355038e+01  2.70322962e+01
    166  2.62659463e+01  2.70276796e+01
    167  2.71135110e+01  2.70281936e+01
    168  2.76832076e+01  2.70320924e+01
    169  2.76578424e+01  2.70357951e+01
    170  2.78330898e+01  2.70404851e+01
    171  2.79870564e+01  2.70460206e+01
    172  2.80016358e+01  2.70515765e+01
    173  2.72205674e+01  2.70525533e+01
    174  2.69034384e+01  2.70516963e+01
    175  2.68925235e+01  2.70507868e+01
    176  2.71021669e+01  2.70510787e+01
    177  2.78235669e+01  2.70554430e+01
    178  2.78408158e+01  2.70598552e+01
    179  2.72719130e+01  2.70610399e+01
    180  2.81166106e+01  2.70669042e+01
    181  2.79965337e+01  2.70720403e+01
    182  2.67026868e+01  2.70700109e+01
    183  2.66249970e+01  2.70675791e+01
    184  2.72793330e+01  2.70687299e+01
    185  2.73980900e+01  2.70705103e+01
    186  2.73031231e+01  2.70717609e+01
    187  2.75311275e+01  2.70742174e+01
    188  2.74398145e+01  2.70761620e+01
    189  2.80490516e+01  2.70813096e+01
    190  2.79350600e+01  2.70858030e+01
    191  2.79460578e+01  2.70903070e+01
    192  2.79506623e+01  2.70947880e+01
    193  2.69730861e+01  2.70941574e+01
    194  2.69875490e+01  2.70936079e+01
    195  2.69831508e+01  2.70930414e+01
    196  2.69562892e+01  2.70923437e+01
    197  2.71414663e+01  2.70925931e+01
    198  2.70686015e+01  2.70924719e+01
    199  2.70686015e+01  2.70923520e+01
    200  2.68167830e+01  2.70909741e+01
